Date,ODFL,EMN,ADP,RHI,EQIX,INTU,ARE,AMGN,ILMN,RF,MMM,CNP,WAT,PEG,APA,EQR,HAL,WST,VTR,TYL,PAYX
2001-12-31,1.0882939100265503,10.341212272644045,29.282495498657227,19.21194648742676,73.41241455078125,19.25716590881348,20.40443420410156,42.30769348144531,5.880000114440918,12.745990753173828,33.92790222167969,8.520220756530762,38.75,9.113930702209473,18.504886627197266,10.609973907470703,4.753261089324951,5.075155735015869,4.654596328735352,4.550000190734863,18.60257911682129
2002-01-31,1.1741222143173218,10.64334201812744,26.846437454223636,18.86656951904297,57.97048568725586,17.668163299560547,20.309051513671875,41.60304641723633,4.224999904632568,13.312198638916016,31.85854148864746,8.05758285522461,34.599998474121094,9.090170860290527,18.02776527404785,9.896733283996582,4.989111423492432,4.949146747589111,4.909587860107422,4.400000095367432,19.65339088439941
2002-02-28,1.1071760654449463,11.661027908325195,26.20509529113769,18.71547508239746,31.643287658691406,17.055973052978516,20.760915756225582,43.46208953857422,3.430000066757202,13.83583927154541,34.03265380859375,6.792553901672363,31.25,9.109614372253418,19.611572265625,9.95955753326416,6.03269100189209,5.5641865730285645,5.239214897155762,4.199999809265137,19.787282943725582
2002-03-31,1.2273343801498413,11.800997734069824,25.32571792602539,18.895353317260746,14.429338455200195,17.63665199279785,23.203933715820312,39.63910675048828,4.199999809265137,15.056451797485352,36.30379486083984,8.28822135925293,26.950000762939453,10.137277603149414,21.72443580627441,10.578636169433594,6.211843013763428,5.415886878967285,5.573631763458252,5.429999828338623,20.04985618591309
2002-04-30,1.19300377368927,12.376330375671388,25.86371612548828,17.758464813232422,11.644732475280762,19.68480682373047,23.610130310058597,35.70367431640625,3.200000047683716,15.47718906402588,36.37462615966797,5.675875663757324,26.65999984741211,9.903254508972168,20.737472534179688,10.856234550476074,6.78220796585083,5.52807092666626,5.529904365539551,5.260000228881836,18.610424041748047
2002-05-31,1.2874137163162231,11.97536849975586,18.618099212646484,14.354998588562012,12.15102195739746,19.797344207763672,22.1365966796875,34.21195602416992,2.2249999046325684,15.251222610473633,36.49062347412109,3.356809139251709,22.709999084472656,7.649131774902344,19.217992782592773,10.185897827148438,4.8592915534973145,5.0902485847473145,5.466825485229492,4.920000076293945,14.190752983093262
2002-06-30,1.5852359533309937,10.414583206176758,17.412067413330078,11.419236183166504,8.606972694396973,20.49507141113281,21.79287338256836,31.258529663085938,1.7200000286102295,14.25979995727539,32.045379638671875,3.389471530914306,24.25,6.862552165985107,22.18465614318848,9.268033981323242,4.791940212249756,4.174315452575684,5.7419939041137695,4.400000095367432,13.090446472167969
2002-07-31,2.0040738582611084,9.915271759033203,21.2981014251709,12.01646327972412,7.088097095489502,23.371492385864254,21.80325698852539,34.9015998840332,2.039999961853028,14.783586502075195,36.990455627441406,2.8438286781311035,25.18000030517578,6.446299076080322,20.20784950256348,9.182856559753418,6.005701541900635,3.779982328414917,4.881337642669678,4.0,15.606739044189451
2002-08-31,2.4375040531158447,10.153403282165527,19.712337493896484,11.591931343078612,4.509168148040772,21.12076759338379,22.37613296508789,36.23588562011719,1.684999942779541,14.687326431274414,36.104618072509766,3.4990251064300537,21.780000686645508,7.358169078826904,21.3030948638916,9.685239791870115,6.991150379180908,4.808738708496094,5.003666877746582,4.170000076293945,15.108543395996094
2002-09-30,2.6632304191589355,9.452027320861816,17.412145614624023,10.908361434936523,2.768787384033203,19.851362228393555,21.71955680847168,38.19985580444336,1.5,14.431976318359377,36.47063827514648,3.0447652339935303,23.049999237060547,8.08710765838623,23.366779327392575,9.630075454711914,7.009829044342041,3.7730941772460938,4.959968566894531,3.900000095367432,13.69399642944336
2002-10-31,2.380857467651367,8.888716697692871,16.32232093811035,9.63475513458252,2.729233741760254,21.39085578918457,21.82460594177246,40.95840072631836,1.2050000429153442,14.255859375,36.90312576293945,2.0313003063201904,23.170000076293945,7.938111782073975,24.44134330749512,9.567035675048828,7.570318698883057,3.810866117477417,5.362998008728027,3.7799999713897705,14.270475387573242
2002-11-30,2.7035694122314453,8.1255521774292,15.524919509887695,9.577197074890137,2.3336918354034424,16.7453670501709,22.369462966918945,43.139739990234375,1.1299999952316284,14.405587196350098,38.27480316162109,3.128596782684326,21.15999984741211,8.545234680175781,24.271730422973636,9.652889251708984,7.793458938598633,3.896345853805542,5.184233665466309,3.5299999713897705,14.939409255981444
2002-12-31,2.846043825149536,8.557197570800781,16.9569034576416,11.714261054992676,2.571016788482666,17.474592208862305,22.502450942993164,45.95075607299805,0.9950000047683716,14.988027572631836,37.10034942626953,3.5058038234710693,24.01000022888184,8.959810256958008,22.54471206665039,10.390789985656738,8.04910659790039,4.78682804107666,5.809916496276856,3.950000047683716,17.0013484954834
2003-01-31,2.751203775405884,8.996607780456543,17.131900787353516,13.628257751464844,6.209993839263916,20.076431274414062,23.938779830932617,49.428932189941406,1.4049999713897705,15.146655082702637,38.167625427246094,3.660961627960205,29.1299991607666,9.962934494018556,25.6202449798584,10.576130867004396,8.69316577911377,4.917286396026611,6.898285865783691,4.25,16.040767669677734
2003-02-28,4.119726657867432,10.311863899230955,18.761096954345703,15.621414184570312,15.070111274719238,19.414724349975582,24.62781524658203,52.045047760009766,1.5299999713897705,16.186912536621094,41.487831115722656,3.625025749206543,31.709999084472656,9.609222412109377,24.43841361999512,11.370866775512695,8.379459381103516,5.306913375854492,7.535749435424805,4.949999809265137,17.74597930908203
2003-03-31,3.781135320663452,9.636031150817873,18.19439697265625,14.03119659423828,14.745771408081056,21.714956283569336,26.160371780395508,48.3644905090332,2.674999952316284,15.500715255737305,41.065879821777344,4.168951034545898,27.43000030517578,10.027754783630373,27.34924697875977,12.110516548156738,9.213248252868652,6.334709167480469,7.920522689819336,7.079999923706055,18.677091598510746
2003-04-30,4.128737449645996,9.336877822875977,19.15359115600586,16.988550186157227,14.397697448730469,22.552227020263672,27.77804374694824,46.29558563232422,3.025000095367432,16.63215446472168,46.89252471923828,4.459914207458496,31.43000030517578,9.757956504821776,27.546131134033203,12.098100662231444,9.072676658630373,6.729549884796143,8.651505470275879,7.920000076293945,21.38402938842773
2003-05-31,4.387507915496826,11.502975463867188,20.17582321166992,16.79426383972168,22.316425323486328,23.794626235961918,31.850143432617188,46.31807327270508,3.525000095367432,16.983816146850586,50.77198028564453,4.450586795806885,33.15999984741211,10.596331596374512,32.04233169555664,12.38469409942627,9.931151390075684,6.902620315551758,10.30066204071045,9.630000114440918,20.439002990722656
2003-06-30,4.35145902633667,12.558229446411133,21.46289825439453,16.995746612548828,28.66090965270996,20.089942932128903,34.98723602294922,43.58951950073242,3.75,16.86292839050293,49.10522079467773,5.300833702087402,40.84000015258789,11.500024795532228,34.16209411621094,12.710911750793455,11.652798652648926,7.659969329833984,13.028325080871582,9.710000038146973,19.623817443847656
2003-07-31,4.795618057250977,12.525860786437988,22.387845993041992,19.62210464477539,23.091684341430664,19.13563346862793,31.555156707763672,42.28519821166992,3.755000114440918,16.027164459228516,51.87026977539063,5.004021644592285,43.150001525878906,10.501304626464844,33.17755889892578,11.69318389892578,11.426566123962402,7.989725589752197,10.472914695739746,9.4399995803833,20.55572509765625
2003-08-31,5.692945957183838,13.733236312866213,21.468582153320312,21.469276428222656,26.84933280944824,17.36656379699707,31.8834285736084,40.90592575073242,3.164999961853028,17.065227508544922,54.22237777709961,5.384477615356445,47.77999877929688,9.929862022399902,34.50877380371094,12.848984718322754,11.653104782104492,8.710447311401367,11.224797248840332,9.460000038146973,18.73628807067871
2003-09-30,5.428383827209473,13.822357177734377,20.386951446533203,17.708093643188477,25.148500442504883,19.036602020263672,36.38685607910156,44.44406509399414,2.875,18.823383331298828,49.84206008911133,5.1685075759887695,43.310001373291016,10.502882957458496,35.45756912231445,13.998600959777832,11.281964302062988,8.278003692626953,13.147666931152344,9.100000381469728,16.47443962097168
2003-10-31,5.5635600090026855,14.260594367980955,21.253910064697266,18.626022338867188,24.341598510742188,20.436548233032227,37.27043914794922,42.585052490234375,2.9549999237060547,19.272253036499023,48.39567947387695,4.894492149353027,44.09999847412109,10.707460403442385,39.75784683227539,13.585930824279783,13.030139923095703,8.631976127624512,12.61366844177246,8.84000015258789,16.740962982177734
2003-11-30,6.054065704345703,16.308963775634766,23.419418334960938,19.5789852142334,30.757272720336918,18.83403778076172,40.71845626831055,45.00627136230469,3.799999952316284,20.59434509277344,48.378700256347656,5.320160865783691,46.65999984741211,11.05683422088623,42.959022521972656,14.773599624633787,16.041868209838867,9.728811264038086,13.18789768218994,7.840000152587891,18.485870361328125
2003-12-31,6.720302104949951,17.455331802368164,22.8907527923584,21.317401885986328,33.810848236083984,19.810853958129883,42.58165740966797,48.087135314941406,4.739999771118164,20.947490692138672,49.88619613647461,5.38690185546875,46.790000915527344,13.177006721496582,40.1856689453125,16.049022674560547,15.223284721374512,10.415404319763184,13.497292518615724,8.359999656677246,18.99874496459961
2004-01-31,6.82651424407959,16.37287139892578,22.44171524047852,21.976551055908203,33.17798614501953,17.555622100830078,38.0843391418457,46.655399322509766,4.84499979019165,19.031532287597656,51.278167724609375,5.363063335418701,49.08000183105469,13.426443099975586,43.31117248535156,13.990772247314451,15.956520080566406,10.907794952392578,12.606005668640137,7.650000095367432,17.070194244384766
2004-02-29,6.784029006958008,17.45835304260254,22.173315048217773,21.183015823364254,34.64147186279297,19.26618194580078,38.32466506958008,46.183143615722656,4.135000228881836,19.18617057800293,51.27907943725586,5.759101867675781,48.84999847412109,13.884599685668944,50.044212341308594,14.554133415222168,17.05830955505371,10.740625381469728,12.714335441589355,7.039999961853027,17.876392364501953
2004-03-31,6.015442371368408,17.969221115112305,23.28385734558105,19.578125,33.494415283203125,19.70281219482422,37.21515274047852,43.63449096679688,4.039999961853027,19.269433975219727,52.34814453125,5.830345153808594,35.790000915527344,13.98348331451416,48.73102951049805,14.47620964050293,16.826818466186523,9.988362312316896,12.458836555480955,7.610000133514404,18.37466812133789
2004-04-30,5.8860578536987305,17.9022159576416,22.68816566467285,18.16091728210449,30.14022254943848,19.47773742675781,40.05916976928711,46.91025924682617,5.25,20.237632751464844,47.08238220214844,5.9418158531188965,38.84999847412109,14.268864631652832,46.82912826538086,16.134607315063477,16.676652908325195,11.689492225646973,14.245804786682127,6.510000228881836,16.236967086791992
2004-05-31,5.181198120117188,16.92740821838379,21.817598342895508,18.182764053344727,34.28549575805664,20.30600929260254,42.8509521484375,45.32109451293945,6.034999847412109,20.357818603515625,44.41037368774414,6.438314914703369,37.16999816894531,15.791486740112305,51.48336410522461,16.744585037231445,18.65880584716797,11.777663230895996,15.264878273010254,7.559999942779541,18.2834529876709
2004-06-30,6.175724983215332,14.72362995147705,22.22307777404785,24.57691764831543,30.82847213745117,20.63461303710937,47.80986785888672,59.89341354370117,6.099999904632568,19.85797691345215,43.96165466308594,6.925696849822998,45.470001220703125,16.759958267211914,57.14651107788086,17.176607131958008,24.24232292175293,11.95080852508545,15.745067596435549,8.119999885559082,19.260480880737305
2004-07-31,6.467324733734131,14.547001838684082,22.45512580871582,25.970674514770508,32.94856643676758,20.170970916748047,48.64677047729492,59.72100830078125,6.40500020980835,18.886926651000977,45.32715225219727,7.282288551330566,41.59999847412109,16.856115341186523,60.018985748291016,17.407764434814453,26.791667938232425,12.507258415222168,16.464506149291992,8.279999732971191,20.93088722229004
2004-08-31,6.834237575531006,16.340206146240234,24.343786239624023,26.91201400756836,29.18302154541016,20.67512321472168,47.56425476074219,56.68510055541992,7.784999847412109,19.965749740600582,46.94596862792969,6.484025001525879,36.20000076293945,16.471118927001953,51.01089859008789,18.05163955688477,23.108402252197266,10.152422904968262,15.661728858947754,8.140000343322754,21.96579360961914
2004-09-30,7.359503269195557,17.13615608215332,24.52117156982422,27.97105026245117,31.580005645751957,24.114227294921875,49.41742706298828,60.66550064086914,7.875,20.665019989013672,48.74907684326172,6.504413604736328,39.22999954223633,16.426591873168945,52.16969680786133,18.746112823486328,24.936891555786133,10.571557998657228,16.12192153930664,8.75,24.034311294555664
2004-10-31,8.267128944396973,15.059774398803713,23.01527404785156,26.706281661987305,37.125484466552734,23.556049346923828,52.37053298950195,54.63869094848633,10.720000267028809,20.5632438659668,45.18978500366211,6.287928581237793,41.95000076293945,18.392654418945312,60.44503021240234,19.719764709472656,31.19364547729492,12.979314804077148,15.822134971618652,8.699999809265137,20.689393997192383
2004-11-30,7.635653018951416,15.409640312194824,24.19380569458008,26.31743431091309,41.48434448242188,21.88150978088379,52.23402786254883,56.58017349243164,12.71500015258789,21.554838180541992,46.00064468383789,6.45720100402832,42.72999954223633,18.33189010620117,53.55465698242188,21.054262161254883,26.699188232421875,13.727554321289062,16.028959274291992,9.90999984741211,22.795324325561523
2004-12-31,7.806558132171631,16.12650489807129,24.02371406555176,28.28830337524414,50.80329513549805,23.943174362182617,56.983245849609375,54.53373336791992,11.875,21.79653549194336,47.3133659362793,5.939431667327881,43.150001525878906,17.058340072631836,52.4262580871582,21.9685001373291,28.670215606689453,14.760616302490234,17.380516052246094,11.0,23.711706161499023
2005-01-31,8.924674987792969,17.764997482299805,23.91326332092285,30.127729415893555,46.10426712036133,24.88847541809082,50.18687438964844,50.665775299072266,13.664999961853027,21.185245513916016,52.5740852355957,6.043119430541992,41.650001525878906,16.97576141357422,51.996089935302734,20.70550346374512,29.346418380737305,14.514543533325195,16.992883682250977,10.630000114440918,20.978233337402344
2005-02-28,10.888626098632812,17.160839080810547,23.947097778320312,30.83247375488281,43.39878082275391,27.25172996520996,53.43898010253906,48.89670944213867,14.829999923706056,20.72836685180664,50.7579345703125,6.300163745880127,44.400001525878906,17.764347076416016,54.696895599365234,21.212377548217773,29.196918487548828,15.478769302368164,17.961994171142578,11.199999809265137,22.27544403076172
2005-03-31,9.43738842010498,15.772086143493652,23.107500076293945,23.75568389892578,41.4368896484375,27.79191017150879,56.897945404052734,52.25493621826172,19.114999771118164,22.933650970458984,44.24118423461914,6.925143241882324,40.68000030517578,18.11631202697754,56.562477111816406,22.05650520324707,26.25008773803711,16.616174697875977,18.942800521850582,12.020000457763672,19.625307083129883
2005-04-30,9.246210098266602,16.66826629638672,24.92399406433105,22.770736694335938,45.62171173095703,27.242733001708984,59.06733322143555,50.99560546875,16.84000015258789,22.74406242370605,45.35075759887695,7.362614154815674,42.650001525878906,18.812162399291992,52.39674758911133,23.649932861328125,25.725175857543945,17.09153175354004,21.233123779296875,13.079999923706056,20.641603469848636
2005-05-31,8.012221336364746,19.52219581604004,26.208860397338867,26.899490356445312,54.11002349853516,31.780187606811523,60.53842926025391,56.90250015258789,21.979999542236328,24.205989837646484,49.86685562133789,7.887423992156982,49.79999923706055,16.53853416442871,52.549922943115234,26.12502670288086,25.512250900268555,18.06032371520996,20.875173568725582,14.1899995803833,22.78975296020508
2005-06-30,7.76600456237793,19.0286922454834,25.567413330078125,28.45946884155273,60.52569580078125,28.37709617614746,62.590782165527344,53.251914978027344,19.21999931335449,23.376802444458008,51.81690216064453,8.40856647491455,50.040000915527344,18.209997177124023,56.25867462158203,25.479196548461918,26.66959571838379,21.093292236328125,20.85910987854004,14.449999809265137,22.74935340881348
2005-07-31,8.046980857849121,18.911094665527344,25.418739318847656,30.015567779541016,66.50627899169922,28.31407356262207,66.28419494628906,52.74967575073242,20.424999237060547,23.35253143310547,47.26241302490234,8.876567840576172,56.68999862670898,18.312820434570312,58.83805465698242,27.170948028564453,23.34973526000977,20.90544891357422,25.00532531738281,13.899999618530272,23.217588424682617
2005-08-31,9.011576652526855,19.075788497924805,26.500043869018555,28.88334846496582,65.39878845214844,26.56751251220703,64.34510803222656,48.16958999633789,16.795000076293945,23.06915664672852,47.41970443725586,9.256211280822754,54.2400016784668,20.46293830871582,55.20151901245117,24.52047538757324,24.498146057128903,19.4968204498291,24.778249740600582,13.630000114440918,23.577363967895508
2005-09-30,8.562589645385742,22.02132606506348,26.51936912536621,24.617748260498047,66.03162384033203,25.613204956054688,65.23178100585938,48.07964706420898,16.315000534057617,22.835447311401367,52.98229217529297,9.775357246398926,59.43000030517578,23.80678367614746,58.5765266418457,22.633420944213867,25.171607971191406,21.49972152709961,23.04523086547852,11.949999809265137,21.65396499633789
2005-10-31,9.046337127685549,21.52039909362793,29.44622039794922,26.052732467651367,69.12476348876953,27.458799362182617,64.83122253417969,42.31517791748047,16.315000534057617,23.21288681030273,56.61988830566406,9.912070274353027,60.29999923706055,24.492490768432617,65.24213409423828,24.70030975341797,28.555259704589844,21.97058486938477,23.154550552368164,12.130000114440918,23.58005142211914
2005-11-30,8.359824180603027,22.541767120361328,27.63516616821289,25.20012855529785,68.7529525756836,25.784263610839844,53.48894500732422,40.28376770019531,22.78499984741211,19.77590751647949,57.23782730102539,8.629207611083984,58.2599983215332,23.884611129760746,65.42687225341797,19.59550666809082,28.610855102539062,20.04237937927246,18.052215576171875,12.029999732971191,24.327451705932617
2005-12-31,8.342442512512207,21.867019653320312,27.23035049438477,23.75387382507324,70.01868438720703,24.586875915527344,57.9603157043457,37.562686920166016,24.145000457763672,20.584836959838867,58.88985443115234,8.583587646484375,61.56999969482422,23.56300926208496,62.626583099365234,19.80717658996582,27.55025100708008,17.344362258911133,21.073827743530277,14.829999923706056,26.120553970336918
2006-01-31,6.543603420257568,21.96159172058105,29.65772819519043,22.378013610839844,92.28763580322266,28.962282180786133,64.56330108642578,43.559532165527344,28.075000762939453,18.04673767089844,55.89326477050781,8.869356155395508,76.9800033569336,26.687965393066406,84.14947509765625,20.80451011657715,31.39724540710449,17.96588897705078,24.02854347229004,16.1200008392334,24.74317169189453
2006-02-28,6.526224136352539,21.176654815673828,26.964826583862305,20.128490447998047,82.35956573486328,26.396459579467773,61.48976516723633,41.4156608581543,28.895000457763672,17.587589263916016,54.205352783203125,9.536653518676758,78.04000091552734,26.72704696655273,78.45902252197266,18.528867721557617,29.2325382232666,16.327491760253906,24.42630958557129,15.0600004196167,23.096776962280277
